ReferenceID,Link of the Product,SKU,CampaignID,CampaignName,Keywords,Keywords Type,Current Bid,Adjust Bid,Max Bid,Sponsored Rank,Organic Rank,Is Top 24 Advertised,Recipient,Item Type,Path
0127,https://www.ebay.com.au/itm/186621342953,MSSU150092,16602900013,MS092,garage shelving,PHRASE,0.2,0.3,1.65,No,No,No,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0128,https://www.ebay.com.au/itm/186621342953,MSSU150092,16602900013,MS092,garage shelf,EXACT,0.93,1.03,1.65,No,P1 - 52 / 67,No,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0129,https://www.ebay.com.au/itm/186621342953,MSSU150092,16602900013,MS092,garage shelving,EXACT,0.2,0.3,1.65,No,No,No,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0130,https://www.ebay.com.au/itm/186557919534,SLPR8TR111,15888195013,SL111,hanging pot rack,EXACT,0.28,,0.87,P1 - 2 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0131,https://www.ebay.com.au/itm/186557919534,SLPR8TR111,15888195013,SL111,pot and pan organizer,EXACT,0.3,,0.87,P1 - 4 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0132,https://www.ebay.com.au/itm/186557919534,SLPR8TR111,15888195013,SL111,pan organizer,EXACT,0.3,,0.87,P1 - 2 / 68,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0133,https://www.ebay.com.au/itm/186557919534,SLPR8TR111,15888195013,SL111,pan rack,PHRASE,0.3,,0.87,P1 - 2 / 62,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0134,https://www.ebay.com.au/itm/186557919534,SLPR8TR111,15888195013,SL111,pot rack,PHRASE,0.52,,0.87,P1 - 3 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0135,https://www.ebay.com.au/itm/186557922091,SLDR2LY110,15888123013,SL110,dish drainer drying rack,EXACT,0.46,0.56,1.17,P1 - 2 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0136,https://www.ebay.com.au/itm/186557922091,SLDR2LY110,15888123013,SL110,dish rack drainer tray,EXACT,0.59,0.69,1.17,No,No,No,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0137,https://www.ebay.com.au/itm/186557922091,SLDR2LY110,15888123013,SL110,2 tier dish drainer,EXACT,0.4,0.5,1.17,P1 - 2 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0138,https://www.ebay.com.au/itm/186557922091,SLDR2LY110,15888123013,SL110,drying rack dishes,EXACT,0.42,0.52,1.17,P1 - 4 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0139,https://www.ebay.com.au/itm/186557922091,SLDR2LY110,15888123013,SL110,dish storage rack,EXACT,0.75,0.85,1.17,P1 - 1 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0140,https://www.ebay.com.au/itm/186557922091,SLDR2LY110,15888123013,SL110,2 tier dish drying rack,EXACT,0.3,0.4,1.17,P1 - 14 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0141,https://www.ebay.com.au/itm/186557922091,SLDR2LY110,15888123013,SL110,dish drainer with tray,EXACT,0.97,1.07,1.17,P1 - 2 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0142,https://www.ebay.com.au/itm/186441058466,MKSSBMI101,14928477013,MK101,body composition scale,EXACT,0.86,0.96,1.2,No,No,No,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0143,https://www.ebay.com.au/itm/186441058466,MKSSBMI101,14928477013,MK101,weight scale for body,EXACT,0.7,0.8,1.2,No,P1 - 5 / 70,No,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0144,https://www.ebay.com.au/itm/186441058466,MKSSBMI101,14928477013,MK101,body scale,EXACT,0.25,0.35,1.2,No,P1 - 51 / 67,No,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0145,https://www.ebay.com.au/itm/186441058466,MKSSBMI101,14928477013,MK101,smart scale,EXACT,0.25,,1.2,P1 - 3 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0146,https://www.ebay.com.au/itm/186441058466,MKSSBMI101,14928477013,MK101,smart scale,PHRASE,0.25,,1.2,P1 - 23 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0147,https://www.ebay.com.au/itm/186441058466,MKSSBMI101,14928477013,MK101,bluetooth scale,EXACT,1.08,,1.2,P1 - 3 / 62,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0148,https://www.ebay.com.au/itm/186441058466,MKSSBMI101,14928477013,MK101,fat scale,EXACT,1.14,,1.2,P1 - 3 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0149,https://www.ebay.com.au/itm/186441058466,MKSSBMI101,14928477013,MK101,bathroom scale,PHRASE,0.2,,1.2,P1 - 22 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0150,https://www.ebay.com.au/itm/186430533986,TXAK38P058,14893124013,TX058,allen key set,PHRASE,0.2,,1.65,P1 - 9 / 70,P1 - 7 / 70,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0151,https://www.ebay.com.au/itm/186430533986,TXAK38P058,14893124013,TX058,hex key,EXACT,0.25,0.35,1.65,No,P1 - 9 / 62,No,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0152,https://www.ebay.com.au/itm/186430533986,TXAK38P058,14893124013,TX058,allen wrench set,EXACT,0.25,,1.65,P1 - 9 / 70,P1 - 7 / 70,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0153,https://www.ebay.com.au/itm/186430533986,TXAK38P058,14893124013,TX058,allen key,EXACT,0.25,,1.65,P1 - 4 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0154,https://www.ebay.com.au/itm/186430533986,TXAK38P058,14893124013,TX058,allen key set,EXACT,0.86,,1.65,P1 - 3 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0155,https://www.ebay.com.au/itm/186430533986,TXAK38P058,14893124013,TX058,hex key set,EXACT,0.23,,1.65,P1 - 4 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0156,https://www.ebay.com.au/itm/186430511238,TXND16S255,14892375013,TX255,nut driver set,PHRASE,0.55,0.65,1.35,P1 - 2 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0157,https://www.ebay.com.au/itm/186430511238,TXND16S255,14892375013,TX255,magnetic nut driver set,PHRASE,0.5,0.6,1.35,P1 - 1 / 69,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0158,https://www.ebay.com.au/itm/186430511238,TXND16S255,14892375013,TX255,impact nut driver set,PHRASE,0.3,0.4,1.35,P1 - 1 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0159,https://www.ebay.com.au/itm/186430511238,TXND16S255,14892375013,TX255,magnetic socket,PHRASE,0.28,0.38,1.35,No,No,No,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0160,https://www.ebay.com.au/itm/186430602097,TXSA13S254,14889388013,TX254,socket set,PHRASE,0.2,0.3,1.17,No,No,No,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0161,https://www.ebay.com.au/itm/186430602097,TXSA13S254,14889388013,TX254,1/4 drive socket set,PHRASE,0.9,1,1.17,No,No,No,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0162,https://www.ebay.com.au/itm/186430602097,TXSA13S254,14889388013,TX254,socket adapter set,PHRASE,0.25,0.35,1.17,P1 - 9 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0163,https://www.ebay.com.au/itm/186430602097,TXSA13S254,14889388013,TX254,socket extension set,EXACT,0.25,0.35,1.17,P1 - 16 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0164,https://www.ebay.com.au/itm/186430602097,TXSA13S254,14889388013,TX254,socket adaptor,PHRASE,0.22,0.32,1.17,P1 - 1 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0165,https://www.ebay.com.au/itm/186430602097,TXSA13S254,14889388013,TX254,impact nut driver,PHRASE,0.7,0.8,1.17,P1 - 4 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0166,https://www.ebay.com.au/itm/186430602097,TXSA13S254,14889388013,TX254,socket set,EXACT,0.2,0.3,1.17,No,No,No,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0167,https://www.ebay.com.au/itm/186430602097,TXSA13S254,14889388013,TX254,drill socket adapter,EXACT,0.67,0.77,1.17,P1 - 1 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0168,https://www.ebay.com.au/itm/186400088441,TXRW12V232,14828180013,TX232,cordless ratchet wrench,PHRASE,0.2,0.3,2.5,P1 - 1 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0169,https://www.ebay.com.au/itm/186400088441,TXRW12V232,14828180013,TX232,"1/4"" cordless ratchet",EXACT,0.4,0.5,2.5,P1 - 14 / 62,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0170,https://www.ebay.com.au/itm/186400088441,TXRW12V232,14828180013,TX232,cordless ratchet,EXACT,0.6,0.7,2.5,P1 - 2 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0171,https://www.ebay.com.au/itm/186400088441,TXRW12V232,14828180013,TX232,cordless electric ratchet wrench,EXACT,0.41,0.51,2.5,P1 - 1 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0172,https://www.ebay.com.au/itm/186400088441,TXRW12V232,14828180013,TX232,cordless ratchet wrench,EXACT,0.3,0.4,2.5,P1 - 1 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0173,https://www.ebay.com.au/itm/186400077011,TXIW12V230,14828174013,TX230,impact wrench brushless,PHRASE,1.5,1.6,2.5,No,No,No,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0174,https://www.ebay.com.au/itm/186400077011,TXIW12V230,14828174013,TX230,cordless impact wrench,EXACT,1.5,1.6,2.5,P1 - 22 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0175,https://www.ebay.com.au/itm/186400077011,TXIW12V230,14828174013,TX230,3/8 impact wrench,EXACT,1.2,1.3,2.5,No,P1 - 4 / 70,No,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0176,https://www.ebay.com.au/itm/186400077011,TXIW12V230,14828174013,TX230,12 volt impact wrench,EXACT,1.25,1.35,2.5,P1 - 1 / 62,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0177,https://www.ebay.com.au/itm/186400077011,TXIW12V230,14828174013,TX230,3/8 cordless impact wrench,EXACT,1.65,1.75,2.5,No,P1 - 5 / 70,No,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0178,https://www.ebay.com.au/itm/186400077011,TXIW12V230,14828174013,TX230,impact wrench cordless,EXACT,1.31,,2.5,P1 - 22 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0179,https://www.ebay.com.au/itm/186400102039,TXBG120099,14828171013,TX099,bench grinder,PHRASE,0.2,,2.5,P1 - 3 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0180,https://www.ebay.com.au/itm/186400102039,TXBG120099,14828171013,TX099,bench grinder machine,PHRASE,0.3,,2.5,P1 - 1 / 62,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0181,https://www.ebay.com.au/itm/186400102039,TXBG120099,14828171013,TX099,bench grinder polisher,PHRASE,0.23,0.33,2.5,P1 - 21 / 67,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0182,https://www.ebay.com.au/itm/186400102039,TXBG120099,14828171013,TX099,bench grinder,EXACT,0.27,,2.5,P1 - 2 / 62,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0183,https://www.ebay.com.au/itm/186400102039,TXBG120099,14828171013,TX099,200mm bench grinder,EXACT,0.3,,2.5,P1 - 2 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0184,https://www.ebay.com.au/itm/186400102039,TXBG120099,14828171013,TX099,mini bench grinder,EXACT,0.3,,2.5,P1 - 4 / 62,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0185,https://www.ebay.com.au/itm/186400059405,TXES3N1098,14828167013,TX098,random orbital sander,PHRASE,1.42,1.52,2.07,No,No,No,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0186,https://www.ebay.com.au/itm/186400059405,TXES3N1098,14828167013,TX098,sander electric,PHRASE,1.4,,2.07,P1 - 3 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0187,https://www.ebay.com.au/itm/186400059405,TXES3N1098,14828167013,TX098,orbital sander,PHRASE,0.65,0.75,2.07,No,No,No,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0188,https://www.ebay.com.au/itm/186400059405,TXES3N1098,14828167013,TX098,sander,PHRASE,0.3,,2.07,P1 - 10 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0189,https://www.ebay.com.au/itm/186400059405,TXES3N1098,14828167013,TX098,sander,EXACT,0.4,0.5,2.07,No,No,No,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0190,https://www.ebay.com.au/itm/186400059405,TXES3N1098,14828167013,TX098,electric sander,EXACT,1,,2.07,P1 - 22 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0191,https://www.ebay.com.au/itm/186400059405,TXES3N1098,14828167013,TX098,mouse sander,EXACT,0.77,,2.07,P1 - 4 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0192,https://www.ebay.com.au/itm/186400059405,TXES3N1098,14828167013,TX098,electric detail sander,EXACT,1.7,,2.07,P1 - 22 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0193,https://www.ebay.com.au/itm/186400059405,TXES3N1098,14828167013,TX098,detail sander,EXACT,0.77,0.87,2.07,No,No,No,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0194,https://www.ebay.com.au/itm/185487539412,MK012MK014,14805994013,MK012MK014,hand tool sets,PHRASE,0.72,0.82,2.5,P1 - 64 / 67,No,No,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0195,https://www.ebay.com.au/itm/185487539412,MK012MK014,14805994013,MK012MK014,pink tool kit,PHRASE,0.3,,2.5,P1 - 2 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0196,https://www.ebay.com.au/itm/185296205249,MK001MK002,14805988013,MK001MK002,cordless screwdriver,PHRASE,0.69,0.79,2.5,No,No,No,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0197,https://www.ebay.com.au/itm/185296205249,MK001MK002,14805988013,MK001MK002,cordless drill pink,EXACT,0.59,,2.5,P1 - 1 / 70,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0198,https://www.ebay.com.au/itm/185296205249,MK001MK002,14805988013,MK001MK002,lady cordless drill,EXACT,1.29,1.39,2.5,P1 - 1 / 62,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0199,https://www.ebay.com.au/itm/185296205249,MK001MK002,14805988013,MK001MK002,power tools pink,EXACT,0.3,0.4,2.5,P1 - 1 / 62,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0200,https://www.ebay.com.au/itm/186366192767,TXSC450600,14762238013,TX600,upholstery cleaner,PHRASE,0.28,0.38,2.5,P1 - 2 / 69,No,Yes,anne@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0201,https://www.ebay.com.au/itm/186366192767,TXSC450600,14762238013,TX600,spot cleaner,PHRASE,0.22,0.32,2.5,P1 - 2 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0202,https://www.ebay.com.au/itm/186366192767,TXSC450600,14762238013,TX600,carpet cleaner,PHRASE,0.24,0.34,2.5,P1 - 4 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0203,https://www.ebay.com.au/itm/186366192767,TXSC450600,14762238013,TX600,carpet spot cleaner,PHRASE,1.5,1.6,2.5,P1 - 1 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0204,https://www.ebay.com.au/itm/186366192767,TXSC450600,14762238013,TX600,carpet cleaner,EXACT,1.35,1.45,2.5,P1 - 4 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0205,https://www.ebay.com.au/itm/186366192767,TXSC450600,14762238013,TX600,upholstery cleaner,EXACT,1.25,1.35,2.5,P1 - 4 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0206,https://www.ebay.com.au/itm/186366192767,TXSC450600,14762238013,TX600,carpet and upholstery cleaner,EXACT,0.8,0.9,2.5,P1 - 1 / 62,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0207,https://www.ebay.com.au/itm/186364708135,TXMS65W390,14761187013,TX390,electric drill bit sharpener,PHRASE,0.85,0.95,1.65,P1 - 1 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0208,https://www.ebay.com.au/itm/186364708135,TXMS65W390,14761187013,TX390,drill sharpener,PHRASE,0.39,0.49,1.65,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0209,https://www.ebay.com.au/itm/186364708135,TXMS65W390,14761187013,TX390,multifunction sharpener,PHRASE,0.3,0.4,1.65,P1 - 1 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0210,https://www.ebay.com.au/itm/186341697526,TXRT239097,14705336013,TX097,rotary tool accessory,PHRASE,0.5,0.6,1.17,P1 - 2 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0211,https://www.ebay.com.au/itm/186341697526,TXRT239097,14705336013,TX097,rotary tool accessories,PHRASE,0.45,,1.17,P1 - 2 / 69,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0212,https://www.ebay.com.au/itm/186334300215,TXFD125322,14691805013,TX322/TX323/TX324/TX325,flap disc,PHRASE,0.24,,1.05,P1 - 4 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0213,https://www.ebay.com.au/itm/186334300215,TXFD125322,14691805013,TX322/TX323/TX324/TX325,zirconia flap disc,PHRASE,0.27,0.37,1.05,No,P1 - 8 / 70,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0214,https://www.ebay.com.au/itm/186334300215,TXFD125322,14691805013,TX322/TX323/TX324/TX325,flap disc,EXACT,0.28,,1.05,P1 - 15 / 70,P1 - 18 / 70,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0215,https://www.ebay.com.au/itm/186334300215,TXFD125322,14691805013,TX322/TX323/TX324/TX325,125mm flap disc,EXACT,0.37,,1.05,P1 - 12 / 70,P1 - 17 / 70,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0216,https://www.ebay.com.au/itm/186334300215,TXFD125322,14691805013,TX322/TX323/TX324/TX325,flap discs 125mm,EXACT,0.53,,1.05,P1 - 14 / 70,P1 - 20 / 70,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0217,https://www.ebay.com.au/itm/186334300215,TXFD125322,14691805013,TX322/TX323/TX324/TX325,5inch flap discs,EXACT,0.28,,1.05,P1 - 3 / 62,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0218,https://www.ebay.com.au/itm/186334300215,TXFD125322,14691805013,TX322/TX323/TX324/TX325,grit flap disc,PHRASE,0.65,0.75,1.05,No,P1 - 18 / 70,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0219,https://www.ebay.com.au/itm/186334247047,SLAP175200,14691796013,SL200,air purifiers for the bedroom,EXACT,0.25,,2.5,P1 - 3 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0220,https://www.ebay.com.au/itm/186334247047,SLAP175200,14691796013,SL200,air purifiers for the home,EXACT,0.32,0.42,2.5,P1 - 1 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0221,https://www.ebay.com.au/itm/186334247047,SLAP175200,14691796013,SL200,air purifier,EXACT,1.45,,2.5,P1 - 1 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0222,https://www.ebay.com.au/itm/186334247047,SLAP175200,14691796013,SL200,air purifier home,EXACT,2.1,,2.5,P1 - 1 / 69,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0223,https://www.ebay.com.au/itm/186334247047,SLAP175200,14691796013,SL200,air purifier hepa,EXACT,0.76,,2.5,P1 - 2 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0224,https://www.ebay.com.au/itm/186334247047,SLAP175200,14691796013,SL200,hepa air purifier,EXACT,2.3,,2.5,P1 - 1 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0225,https://www.ebay.com.au/itm/186334297375,TXSP5PC253,14691793013,TX253,spark plug socket set,PHRASE,0.5,,1.77,P1 - 2 / 68,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0226,https://www.ebay.com.au/itm/186334297375,TXSP5PC253,14691793013,TX253,spark plug socket,PHRASE,0.4,,1.77,P1 - 3 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0227,https://www.ebay.com.au/itm/186334297375,TXSP5PC253,14691793013,TX253,swivel spark plug socket,PHRASE,0.24,,1.77,P1 - 3 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0228,https://www.ebay.com.au/itm/186334297375,TXSP5PC253,14691793013,TX253,spark plug socket,EXACT,0.8,,1.77,P1 - 2 / 66,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0229,https://www.ebay.com.au/itm/186334297375,TXSP5PC253,14691793013,TX253,spark plug socket set,EXACT,0.36,,1.77,P1 - 2 / 66,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0230,https://www.ebay.com.au/itm/186334297375,TXSP5PC253,14691793013,TX253,14mm spark plug socket,EXACT,0.26,0.36,1.77,P1 - 2 / 62,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0231,https://www.ebay.com.au/itm/186312083773,SLFC56P101,14656450013,SL101,kitchen storage container set,PHRASE,0.51,,2.37,P1 - 2 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0232,https://www.ebay.com.au/itm/186312083773,SLFC56P101,14656450013,SL101,food container,PHRASE,0.27,0.37,2.37,P1 - 22 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0233,https://www.ebay.com.au/itm/186312083773,SLFC56P101,14656450013,SL101,food storage containers,EXACT,0.9,1,2.37,P1 - 2 / 69,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0234,https://www.ebay.com.au/itm/186312083773,SLFC56P101,14656450013,SL101,food container storage set,EXACT,1,,2.37,P1 - 1 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0235,https://www.ebay.com.au/itm/186312083773,SLFC56P101,14656450013,SL101,food container,EXACT,1.5,1.6,2.37,P1 - 23 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0236,https://www.ebay.com.au/itm/186179076771,MKSE6N1091,14339880013,MK091,lady shaver,PHRASE,0.5,,1.47,P1 - 2 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0237,https://www.ebay.com.au/itm/186179076771,MKSE6N1091,14339880013,MK091,electric lady shaver,PHRASE,0.5,,1.47,P1 - 1 / 66,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0238,https://www.ebay.com.au/itm/186152738952,TXSBR34417,14252085013,TX417,reciprocating saw blades,PHRASE,0.42,,1.17,P1 - 11 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0239,https://www.ebay.com.au/itm/186152738952,TXSBR34417,14252085013,TX417,reciprocating saw blades metal,EXACT,0.48,,1.17,P1 - 4 / 68,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0240,https://www.ebay.com.au/itm/186152738952,TXSBR34417,14252085013,TX417,reciprocating saw blades pruning,EXACT,1,,1.17,P1 - 3 / 68,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0241,https://www.ebay.com.au/itm/186152738952,TXSBR34417,14252085013,TX417,reciprocating saw blades wood,EXACT,1,,1.17,P1 - 2 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0242,https://www.ebay.com.au/itm/186152738952,TXSBR34417,14252085013,TX417,saw blades,EXACT,0.3,0.4,1.17,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0243,https://www.ebay.com.au/itm/186152738952,TXSBR34417,14252085013,TX417,sabre saw blades,EXACT,0.89,,1.17,P1 - 1 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0244,https://www.ebay.com.au/itm/186152738952,TXSBR34417,14252085013,TX417,reciprocating saw blades,EXACT,0.42,,1.17,P1 - 11 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0245,https://www.ebay.com.au/itm/185272987502,TXWS285057,14239052013,TX057,electrical repair kit,PHRASE,0.67,,1.35,P1 - 1 / 62,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0246,https://www.ebay.com.au/itm/185272987502,TXWS285057,14239052013,TX057,wire stripper,PHRASE,0.46,0.56,1.35,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0247,https://www.ebay.com.au/itm/184929665402,TXFC906W065,14219847013,TX065,hot wire foam cutter,PHRASE,0.8,,0.87,P1 - 3 / 62,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0248,https://www.ebay.com.au/itm/184929665402,TXFC906W065,14219847013,TX065,styrofoam cutter,PHRASE,0.42,,0.87,P1 - 3 / 62,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0249,https://www.ebay.com.au/itm/184929665402,TXFC906W065,14219847013,TX065,foam cutter,PHRASE,0.2,,0.87,P1 - 3 / 68,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0250,https://www.ebay.com.au/itm/184929665402,TXFC906W065,14219847013,TX065,foam cutter,EXACT,0.85,,0.87,P1 - 4 / 68,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0251,https://www.ebay.com.au/itm/186133583556,TX516,14213729013,TX516,chainsaw,PHRASE,1.85,1.95,2.5,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
